id,customer_id,email,full_name,age,gender,marital_status,family_size,dependent_count,occupation,occupation_type,monthly_income,kyc_status,city,kids_in_household,app_installed,existing_customer,credit_score,social_media_active,emails_sent,emails_opened,emails_clicked,topics_list,w1,w2,w3,created_at,updated_at
1601183a-9623-493f-b6ab-89dcf2bcbc59,CUST1234,priya.chatterjee8160@example.com,"Priya Chatterjee",34,Female,Married,4,3,"Marketing Manager",Part-time,281893,Y,Gurugram,4,N,Y,720,N,9,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
efb4bd98-f71a-4b94-bab0-60f61ad21d1d,CUST0382,pooja.sharma4860@example.com,"Pooja Sharma",45,Female,Married,3,0,"Government Employee",Full-time,400750,Y,Surat,2,Y,Y,692,N,15,8,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
49f9944f-7228-406c-b648-865fdcb37b96,CUST0489,aarav.das1107@example.com,"Aarav Das",55,Male,Single,2,4,"Marketing Manager",Full-time,235728,N,Gurugram,3,Y,Y,440,Y,15,7,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
8353768d-0995-4641-88aa-9471acf97a26,CUST1237,priya.kumar9861@example.com,"Priya Kumar",75,Female,Single,0,4,Engineer,Full-time,295306,N,Indore,4,Y,Y,300,Y,9,6,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
18c5a2ac-846d-4cf6-ba8d-6a9f14a4e9f3,CUST0501,rohan.yadav8221@example.com,"Rohan Yadav",50,Male,Single,4,1,Advocate,Part-time,52407,N,Delhi,4,Y,N,501,N,15,10,5,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
ad559e29-1354-4963-9212-84cd6b9293bb,CUST1239,aarav.sharma3488@example.com,"Aarav Sharma",20,Male,Married,6,3,Advocate,Full-time,353191,Y,Mumbai,2,N,N,399,N,9,4,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
b9a2f436-617b-4059-ac4d-56a52b2ffbb3,CUST1240,pranav.singh8870@example.com,"Pranav Singh",60,Male,Married,6,3,"Retail Associate",Part-time,278535,N,Mumbai,0,N,Y,724,Y,9,6,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
d401050e-4f79-4ed7-bc4f-eafeb92419b6,CUST1248,diya.sharma5505@example.com,"Diya Sharma",21,Female,Single,5,2,"Government Employee",Part-time,150437,N,Kochi,2,N,N,535,N,15,7,3,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
ec99a337-5ae3-4bfe-8af3-fea6597130f2,CUST1249,karan.joshi2313@example.com,"Karan Joshi",37,Male,Married,4,0,Designer,Part-time,201859,N,Noida,3,Y,N,596,Y,15,11,5,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
c61ef9f5-5925-409d-af96-0a2971cc989b,CUST2131,vikram.kumar2407@example.com,"Vikram Kumar",47,Male,Single,1,1,"Data Analyst",Full-time,254632,N,Gurugram,0,N,N,579,Y,15,10,6,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.191+00"
96583b67-d5fb-4bfb-9b06-68d427d6b9b0,CUST4208,neha.patel33@example.com,"Neha Patel",62,Female,Married,2,0,"Business Analyst",Full-time,457086,Y,Bengaluru,4,Y,N,328,Y,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
54c1ae89-058c-4127-ab6c-db29b263c277,CUST4209,meera.kumar4145@example.com,"Meera Kumar",72,Female,Married,4,1,Plumber,Full-time,145018,N,Indore,3,N,Y,674,N,4,4,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
282f3a76-c839-40b1-82e2-c76a9767c4fa,CUST4210,vivaan.verma1400@example.com,"Vivaan Verma",73,Male,Single,5,2,"Operations Manager",Part-time,179366,N,Coimbatore,2,N,N,597,N,4,2,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
55fd4e53-ab14-41b4-a285-dca920cea591,CUST4211,vivaan.patel2687@example.com,"Vivaan Patel",52,Male,Single,5,3,"IT Professional",Part-time,235171,Y,Ahmedabad,1,Y,Y,598,N,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
93d3a4e9-65f1-4d1c-8997-38d1093436fe,CUST4212,pranav.kumar4799@example.com,"Pranav Kumar",42,Male,Married,4,0,Driver,Part-time,165879,Y,Hyderabad,4,N,N,404,N,4,2,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
f891a34d-0ce7-4974-bef3-12114584d41b,CUST4213,manish.joshi4163@example.com,"Manish Joshi",53,Male,Single,5,1,Driver,Full-time,380108,Y,Bengaluru,2,Y,N,629,Y,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
a2c32c1e-2eee-48c0-99ac-7f50c12a623a,CUST1162,vivaan.yadav3925@example.com,"Vivaan Yadav",18,Male,Married,4,1,"Sales Executive",Full-time,422329,Y,Jaipur,1,N,Y,592,Y,9,6,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
1f8976b4-48dc-4103-bbfe-10eadb143675,CUST3020,amit.gupta7936@example.com,"Amit Gupta",29,Male,Single,2,0,Consultant,Full-time,139839,Y,Chandigarh,0,Y,N,492,Y,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.405+00"
273d92ad-8c4f-4dcb-b7de-6c7414aa1e2c,CUST4222,vikram.joshi6404@example.com,"Vikram Joshi",22,Male,Single,1,1,Electrician,Part-time,266243,N,Chandigarh,3,N,Y,517,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
17c5e080-43f5-4f50-b03a-188c8d4e1006,CUST4221,neha.kumar3829@example.com,"Neha Kumar",31,Female,Single,7,4,Accountant,Full-time,277922,N,Jaipur,1,Y,N,369,Y,4,4,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
a3305bdd-8aba-4861-820b-8be191647929,CUST4601,isha.verma8155@example.com,"Isha Verma",75,Female,Married,5,4,Pharmacist,Part-time,374894,N,Jaipur,1,Y,Y,607,Y,4,1,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
3eef4915-4b56-43e3-87e5-5ffa8066f536,CUST4602,manish.mehta3942@example.com,"Manish Mehta",36,Male,Single,7,0,"Sales Executive",Full-time,193589,Y,Bhopal,4,N,N,789,N,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
1d1f2555-e8ff-4339-a97c-b84bed02a579,CUST4603,nikhil.verma6272@example.com,"Nikhil Verma",59,Male,Single,3,4,"Marketing Manager",Full-time,303796,Y,Ahmedabad,1,N,N,706,Y,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
c4ce37fb-444a-4374-a02e-8f7a8202722b,CUST4604,isha.das8224@example.com,"Isha Das",35,Female,Single,1,3,Doctor,Part-time,192280,Y,Kolkata,2,N,N,830,Y,4,4,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
1540c325-95e3-46f9-b2cb-37fbdc49554e,CUST1257,aditya.gupta1171@example.com,"Aditya Gupta",46,Male,Married,1,1,"Bank Employee",Part-time,350176,N,Bengaluru,3,Y,N,841,N,15,10,3,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
7afcba67-242b-4523-ace0-2f61bf296e74,CUST1258,simran.nair1621@example.com,"Simran Nair",68,Female,Married,3,3,Driver,Part-time,289240,N,Surat,0,Y,Y,522,Y,9,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
3c11835e-d864-4edb-b87d-025fb7517eae,CUST1261,amit.mehta7614@example.com,"Amit Mehta",65,Male,Single,5,1,Doctor,Full-time,25472,Y,Hyderabad,4,Y,Y,310,Y,9,6,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
701e5531-25ee-4920-94af-360ef5143cfa,CUST2750,ananya.chatterjee4924@example.com,"Ananya Chatterjee",70,Female,Married,1,0,Consultant,Full-time,434309,Y,Ahmedabad,0,N,N,330,Y,4,3,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.193+00"
99ed6262-0340-4219-8eb9-a6e99db0be5d,CUST0385,neha.nair1076@example.com,"Neha Nair",30,Female,Married,1,0,Nurse,Part-time,166190,Y,Hyderabad,1,N,Y,451,N,15,11,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
4d7e135f-ba14-466e-af63-5be08b88b60c,CUST2751,kavya.singh613@example.com,"Kavya Singh",23,Female,Married,1,1,Plumber,Part-time,148862,N,Kochi,0,Y,Y,506,N,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.193+00"
138d3358-85e4-44c8-972d-a077d2b81a11,CUST0505,aditya.nair9310@example.com,"Aditya Nair",58,Male,Married,6,1,Nurse,Part-time,295226,N,Pune,3,Y,N,762,N,15,3,2,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
f4efa308-f9a0-443f-b627-58d6ac460384,CUST0506,aditya.verma9059@example.com,"Aditya Verma",29,Male,Single,7,0,Engineer,Part-time,51433,N,Lucknow,1,Y,N,836,Y,15,9,4,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
265416b1-d7f1-49bf-ab98-a8bb26f06ed7,CUST0507,aadhya.nair8496@example.com,"Aadhya Nair",18,Female,Single,5,3,Nurse,Part-time,73061,Y,Visakhapatnam,3,N,Y,698,Y,15,9,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
50f7ae94-5b5c-48de-a340-441c8bd36ce9,CUST0512,aadhya.verma7568@example.com,"Aadhya Verma",42,Female,Married,6,1,Nurse,Part-time,20629,N,Hyderabad,1,N,N,796,N,15,7,3,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
70af8345-9899-45e1-9d2a-38ea6e44b1a7,CUST0513,vivaan.kumar3970@example.com,"Vivaan Kumar",63,Male,Married,2,3,"Marketing Manager",Part-time,104437,Y,Gurugram,0,Y,N,427,N,15,3,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
13a6b30a-0a4c-4061-91b1-9b15b3cbeb4a,CUST0514,vivaan.chatterjee184@example.com,"Vivaan Chatterjee",61,Male,Married,2,3,Entrepreneur,Part-time,128598,Y,Visakhapatnam,1,N,Y,835,Y,15,7,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
acfa7ca4-a6a4-4e92-bad4-5aaa46e8e05f,CUST0523,aditya.verma2846@example.com,"Aditya Verma",55,Male,Single,3,4,"IT Professional",Full-time,395103,N,Lucknow,1,Y,Y,734,Y,15,12,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
abd76ffa-46f3-4aeb-a4f6-7c4b72d4170c,CUST3011,diya.gupta5696@example.com,"Diya Gupta",56,Female,Single,7,1,"Retail Associate",Part-time,227557,N,Chennai,1,Y,Y,656,Y,4,1,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.405+00"
d9cc6054-1d6e-4f39-80d3-aeff0cc64983,CUST3017,tanvi.das5370@example.com,"Tanvi Das",34,Female,Single,7,3,"Operations Manager",Part-time,335205,Y,Ahmedabad,3,Y,Y,616,Y,4,3,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.405+00"
961ce543-db49-46a0-baaa-545fe2a84e77,CUST3018,ananya.joshi8439@example.com,"Ananya Joshi",23,Female,Married,1,3,"IT Professional",Part-time,324080,Y,Gurugram,4,Y,N,319,Y,4,3,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.405+00"
fb1d7af5-3a6d-4411-a9a7-c20022a75485,CUST3019,rahul.mehta2900@example.com,"Rahul Mehta",46,Male,Single,4,2,Consultant,Part-time,112348,N,Indore,4,N,Y,699,N,4,0,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.405+00"
d2ba4149-47d1-4b4a-a138-5862d45c5fd5,CUST2109,sneha.verma6954@example.com,"Sneha Verma",47,Female,Married,6,3,Accountant,Full-time,298818,Y,Visakhapatnam,1,Y,N,808,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.191+00"
6b2bdf58-6b00-44e9-b624-bc06d2d2630d,CUST1196,isha.nair9542@example.com,"Isha Nair",39,Female,Married,0,4,Pharmacist,Part-time,498759,Y,Bengaluru,2,N,N,493,N,9,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
939dbe72-96b6-4faa-8505-ea5a92ef8e48,CUST4225,kavya.reddy7878@example.com,"Kavya Reddy",51,Female,Married,6,0,Student,Full-time,216271,N,Hyderabad,1,Y,Y,710,N,4,3,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
1009ec19-7cd3-4c65-b8c1-a5e31327b942,CUST4227,nandini.kumar233@example.com,"Nandini Kumar",43,Female,Single,0,3,Student,Full-time,468763,N,Mumbai,1,N,Y,450,N,4,1,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
7408856e-82d4-4a81-a3d0-a5c254b3953b,CUST1288,ananya.patel7596@example.com,"Ananya Patel",42,Female,Single,0,4,Electrician,Full-time,178557,N,Jaipur,0,Y,N,390,Y,15,8,4,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
8c1e55d3-1df2-456a-b435-a8ffee0d22ca,CUST0387,pranav.joshi3807@example.com,"Pranav Joshi",71,Male,Married,6,4,Consultant,Full-time,269881,N,Kochi,2,Y,N,475,N,15,8,4,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
3acd112d-7fd4-4997-ab0b-71ca85d0bfde,CUST1291,aditya.mehta160@example.com,"Aditya Mehta",28,Male,Single,2,1,"Operations Manager",Full-time,374828,Y,Mumbai,2,N,Y,513,Y,9,4,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
7d11b826-eaba-4155-bc93-443e4c33a8ff,CUST0388,siddharth.nair4721@example.com,"Siddharth Nair",67,Male,Single,2,2,"Bank Employee",Full-time,102222,Y,Visakhapatnam,2,Y,Y,457,Y,15,7,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
ed35d1fc-3884-4a53-baa8-e628326f4545,CUST0389,vivaan.sharma5188@example.com,"Vivaan Sharma",54,Male,Single,7,2,Entrepreneur,Part-time,122560,Y,Chandigarh,2,Y,N,759,Y,15,7,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
1a9544a4-6e99-4e05-b9f7-c7f626ff5078,CUST0390,diya.bose409@example.com,"Diya Bose",43,Female,Married,2,3,Consultant,Part-time,17251,N,Lucknow,3,N,Y,752,N,15,9,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
30b8485a-ee4a-488c-89d1-30876974a838,CUST0391,vikram.singh657@example.com,"Vikram Singh",26,Male,Single,4,0,Nurse,Part-time,248818,N,Bengaluru,2,Y,Y,839,Y,15,6,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
75b3ec20-2724-4ee3-8a52-efc57c0158a4,CUST0392,isha.sharma1370@example.com,"Isha Sharma",52,Female,Married,1,4,Nurse,Part-time,272145,N,Gurugram,4,Y,N,707,Y,15,12,5,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
5218ee64-189c-40fb-9930-cbecc0bfa96b,CUST0393,sneha.iyer6109@example.com,"Sneha Iyer",18,Female,Married,5,2,"Bank Employee",Full-time,473385,Y,Pune,3,N,N,595,Y,15,9,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
3fd75d88-08b2-4aec-8d5d-2381ef3dc916,CUST0524,rohan.reddy9445@example.com,"Rohan Reddy",46,Male,Single,4,3,"IT Professional",Full-time,223794,N,Kolkata,3,N,N,817,N,15,5,1,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
57ac5419-1005-4663-9fc3-7f55b09f1ed2,CUST0538,tanvi.chatterjee8991@example.com,"Tanvi Chatterjee",73,Female,Married,2,3,Advocate,Full-time,362415,Y,Ahmedabad,1,Y,Y,408,N,15,8,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
61a8f87a-1947-43a7-8b7f-03113199bf2f,CUST0540,ankit.nair6177@example.com,"Ankit Nair",63,Male,Married,6,1,"Sales Executive",Full-time,75654,N,Bengaluru,0,Y,N,492,Y,15,7,2,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
902c1c44-71e3-449a-aba5-026597c08539,CUST1292,aarav.sharma298@example.com,"Aarav Sharma",53,Male,Married,3,2,"Operations Manager",Full-time,252731,Y,Noida,0,Y,Y,828,Y,9,5,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
6bd712f0-3ddf-466a-8bad-75f9603ff363,CUST0541,ananya.yadav5135@example.com,"Ananya Yadav",42,Female,Single,4,0,"Retail Associate",Part-time,459134,N,Nagpur,2,N,Y,832,Y,15,10,7,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
2e8c2ea3-0304-4aed-93fa-27d0659b3096,CUST1293,rohan.verma6656@example.com,"Rohan Verma",69,Male,Single,0,4,"IT Professional",Full-time,312647,Y,Ahmedabad,1,N,Y,767,N,9,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
2d786c08-0ff2-49e4-9f78-f987bfd6741f,CUST1295,arjun.iyer1946@example.com,"Arjun Iyer",74,Male,Single,3,3,"IT Professional",Part-time,289407,Y,Chandigarh,0,N,N,637,Y,9,5,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
cf205f0b-3d80-4a78-80b3-85b5b031002e,CUST1304,kavya.yadav413@example.com,"Kavya Yadav",24,Female,Single,5,1,Teacher,Full-time,276735,Y,Lucknow,3,Y,N,540,N,9,4,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
300ecb73-30b1-4a5d-a813-c8fe1d1eabc2,CUST1310,manish.kumar1316@example.com,"Manish Kumar",51,Male,Single,7,1,Teacher,Full-time,137422,N,Ahmedabad,2,N,Y,366,N,9,6,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
17fa9510-1e6b-4393-aead-c504a3178abd,CUST2111,aditya.nair2370@example.com,"Aditya Nair",67,Male,Single,1,4,Accountant,Part-time,380443,N,Jaipur,3,Y,Y,690,N,4,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.191+00"
ecb55ceb-ebf3-4547-8431-87c929f1326b,CUST2758,arjun.yadav8322@example.com,"Arjun Yadav",70,Male,Single,4,1,Driver,Full-time,62200,Y,Nagpur,4,Y,N,626,N,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.193+00"
6bad0def-26f9-4a65-b01f-40a104b7a1a0,CUST4223,meera.chatterjee7654@example.com,"Meera Chatterjee",32,Female,Single,6,2,Engineer,Full-time,361273,N,Kochi,3,Y,Y,389,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
3edd3ff0-0af6-4ecf-97af-b03dc1afcdca,CUST4224,pranav.patel5576@example.com,"Pranav Patel",60,Male,Single,7,4,"Data Analyst",Full-time,140490,N,Delhi,3,Y,N,445,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
ec0e3132-2180-4d3a-8bbf-8d2d960e2a81,CUST1316,aarav.singh2728@example.com,"Aarav Singh",53,Male,Married,0,3,Doctor,Full-time,328914,Y,Ahmedabad,3,Y,N,408,N,9,5,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
2a23a832-b469-431f-9bc9-d6c582e156a9,CUST4240,pranav.verma1950@example.com,"Pranav Verma",58,Male,Single,0,0,Entrepreneur,Part-time,96110,N,Bengaluru,2,N,N,454,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
ab94bffc-a05f-4457-aefb-73a18edad98b,CUST4241,shreya.bose1494@example.com,"Shreya Bose",59,Female,Married,1,0,"Bank Employee",Full-time,86510,N,Nagpur,2,N,Y,325,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
421ca54a-60fc-4884-9248-46fe6b31822e,CUST4242,ananya.iyer454@example.com,"Ananya Iyer",39,Female,Single,5,2,"Operations Manager",Full-time,159985,Y,Pune,3,Y,Y,408,Y,4,2,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:25.491+00"
8265c70c-06cc-488f-b7f2-a0707924a8a8,CUST1329,isha.kumar262@example.com,"Isha Kumar",67,Female,Single,7,2,"IT Professional",Full-time,278850,N,Kochi,1,N,Y,465,Y,9,5,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
cde946b9-2dfc-451a-9434-8d6c16eb2d43,CUST1346,aditya.bose2571@example.com,"Aditya Bose",40,Male,Single,3,1,Engineer,Part-time,102961,Y,Indore,0,Y,Y,683,N,8,6,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
c723cf05-528f-4b35-95fe-24885938442c,CUST1347,tanvi.sharma1860@example.com,"Tanvi Sharma",57,Female,Single,5,2,Consultant,Part-time,133508,N,Noida,4,N,Y,498,Y,8,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
76a04c7a-f562-482c-b788-bdb17b581799,CUST1360,vivaan.yadav2778@example.com,"Vivaan Yadav",68,Male,Single,3,2,"IT Professional",Full-time,313703,Y,Gurugram,0,Y,N,703,Y,8,5,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
8faea4cf-2106-4d8e-a4e3-476fe6ef2a25,CUST1361,aadhya.gupta6716@example.com,"Aadhya Gupta",43,Female,Single,4,2,Homemaker,Full-time,240605,Y,Kolkata,0,N,N,340,Y,8,6,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
6db101b6-38dd-4ff0-a0d3-9c6fe4af4189,CUST0396,amit.sharma2524@example.com,"Amit Sharma",34,Male,Married,7,0,Student,Full-time,233710,Y,Coimbatore,1,Y,Y,583,N,15,6,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
06c8a6ad-9aed-4731-b840-5c9c353f3b3f,CUST0397,nikhil.mehta5928@example.com,"Nikhil Mehta",55,Male,Married,6,2,Student,Full-time,378984,Y,Indore,4,Y,N,466,Y,15,10,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
0f774f35-0f3e-44ed-9ea4-60b30e59cf9a,CUST0406,manish.patel6678@example.com,"Manish Patel",25,Male,Married,1,3,Advocate,Part-time,274950,N,Lucknow,4,Y,Y,635,N,15,10,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
5c47eb75-2e1c-4532-a79c-698dfaa68c2b,CUST0407,rahul.reddy7487@example.com,"Rahul Reddy",56,Male,Married,7,1,Plumber,Full-time,167352,N,Pune,0,N,N,483,Y,15,10,5,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
9ba4bdf3-412e-481f-b9f7-0ec366680ec4,CUST0408,shreya.verma6495@example.com,"Shreya Verma",46,Female,Single,1,1,Nurse,Full-time,379399,Y,Kolkata,0,N,Y,646,Y,15,8,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
11fd7173-20dd-4bc4-8f09-b7c65a0d2038,CUST0410,amit.singh1771@example.com,"Amit Singh",25,Male,Married,7,3,"Sales Executive",Part-time,30583,Y,Delhi,0,N,Y,483,N,15,8,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
b8aeb715-fa29-46ac-a429-d36019da7241,CUST0412,simran.bose1952@example.com,"Simran Bose",42,Female,Married,5,3,Designer,Full-time,33864,Y,Kolkata,4,N,Y,803,N,15,8,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
45dcad58-5f56-430a-bf8c-51dc57b01ec6,CUST0543,pooja.mehta2023@example.com,"Pooja Mehta",35,Female,Married,3,3,"Bank Employee",Full-time,45834,N,Chennai,1,Y,Y,483,N,15,10,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.746+00"
b0b639e7-8a02-4338-8092-604baf839e9b,CUST1362,nikhil.verma818@example.com,"Nikhil Verma",65,Male,Single,3,1,Entrepreneur,Part-time,297456,Y,Chennai,1,N,N,395,Y,8,4,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
b4dd1db8-7813-451d-b981-432752eb9654,CUST1372,pranav.joshi533@example.com,"Pranav Joshi",55,Male,Single,7,4,"IT Professional",Full-time,367301,N,Delhi,2,N,N,396,N,15,8,2,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
